Iteration,Walker_Type,Walker_ID,Step,x0,x1,x2
23,turtle,4,12,0,3,0
23,rabbit,5,12,0,3,2
23,turtle,0,13,0,2,2
23,turtle,1,13,0,2,2
23,turtle,2,13,2,3,1
23,turtle,3,13,0,3,1
23,turtle,4,13,1,3,0
23,rabbit,5,13,0,3,0
23,turtle,0,14,0,3,2
23,turtle,1,14,0,1,2
23,turtle,2,14,2,3,0
23,turtle,3,14,0,3,2
23,turtle,4,14,0,3,0
23,rabbit,5,14,0,3,2
23,turtle,0,15,0,3,1
23,turtle,1,15,0,1,3
23,turtle,2,15,1,3,0
23,turtle,3,15,0,3,1
23,turtle,4,15,1,3,0
23,rabbit,5,15,0,3,0
23,turtle,0,16,0,3,2
23,turtle,1,16,0,0,3
23,turtle,2,16,2,3,0
23,turtle,3,16,1,3,1
23,turtle,4,16,2,3,0
23,rabbit,5,16,2,3,0
23,turtle,0,17,0,2,2
23,turtle,1,17,0,1,3
23,turtle,2,17,1,3,0
23,turtle,3,17,1,3,2
23,turtle,4,17,2,3,1
23,rabbit,5,17,0,3,0
23,turtle,0,18,0,3,2
23,turtle,1,18,0,1,2
23,turtle,2,18,2,3,0
23,turtle,3,18,1,3,3
23,turtle,4,18,2,3,0
23,rabbit,5,18,2,3,0
23,turtle,0,19,1,3,2
23,turtle,1,19,1,1,2
23,turtle,2,19,2,3,1
23,turtle,3,19,2,3,3
23,turtle,4,19,2,3,1
23,rabbit,5,19,0,3,0
23,turtle,0,20,2,3,2
23,turtle,1,20,1,2,2
23,turtle,2,20,2,2,1
23,turtle,3,20,2,3,2
23,turtle,4,20,2,2,1
23,rabbit,5,20,0,3,2
23,turtle,0,21,2,3,3
23,turtle,1,21,1,3,2
23,turtle,2,21,2,2,2
23,turtle,3,21,2,3,3
23,turtle,4,21,2,2,0
23,rabbit,5,21,0,3,0
23,turtle,0,22,1,3,3
23,turtle,1,22,1,3,3
23,turtle,2,22,2,2,1
23,turtle,3,22,2,2,3
23,turtle,4,22,2,1,0
23,rabbit,5,22,2,3,0
23,turtle,0,23,1,2,3
23,turtle,1,23,2,3,3
23,turtle,2,23,1,2,1
23,turtle,3,23,1,2,3
23,turtle,4,23,2,2,0
23,rabbit,5,23,0,3,0
23,turtle,0,24,1,1,3
23,turtle,1,24,1,3,3
23,turtle,2,24,1,1,1
23,turtle,3,24,1,1,3
23,turtle,4,24,1,2,0
23,rabbit,5,24,2,3,0
23,turtle,0,25,0,1,3
23,turtle,1,25,2,3,3
23,turtle,2,25,0,1,1
23,turtle,3,25,1,2,3
23,turtle,4,25,2,2,0
23,rabbit,5,25,0,3,0
23,turtle,0,26,0,1,2
23,turtle,1,26,2,2,3
23,turtle,2,26,0,1,2
23,turtle,3,26,1,2,2
23,turtle,4,26,2,1,0
23,rabbit,5,26,2,3,0
23,turtle,0,27,0,1,3
23,turtle,1,27,2,3,3
23,turtle,2,27,0,1,3
23,turtle,3,27,1,2,1
23,turtle,4,27,3,1,0
23,rabbit,5,27,0,3,0
23,turtle,0,28,0,0,3
23,turtle,1,28,2,2,3
23,turtle,2,28,0,0,3
23,turtle,3,28,1,2,0
23,turtle,4,28,3,0,0
23,rabbit,5,28,2,3,0
23,turtle,0,29,1,0,3
23,turtle,1,29,2,3,3
23,turtle,2,29,1,0,3
23,turtle,3,29,2,2,0
23,turtle,4,29,3,1,0
23,rabbit,5,29,0,3,0
23,turtle,0,30,0,0,3
23,turtle,1,30,2,3,2
23,turtle,2,30,0,0,3
23,turtle,3,30,2,1,0
23,turtle,4,30,3,2,0
23,rabbit,5,30,2,3,0
23,turtle,0,31,1,0,3
23,turtle,1,31,2,3,3
23,turtle,2,31,0,1,3
23,turtle,3,31,2,0,0
23,turtle,4,31,2,2,0
23,rabbit,5,31,0,3,0
23,turtle,0,32,0,0,3
23,turtle,1,32,2,2,3
23,turtle,2,32,0,0,3
23,turtle,3,32,2,0,1
23,turtle,4,32,1,2,0
23,rabbit,5,32,0,3,2
23,turtle,0,33,0,1,3
23,turtle,1,33,1,2,3
23,turtle,2,33,1,0,3
23,turtle,3,33,2,1,1
23,turtle,4,33,2,2,0
23,rabbit,5,33,0,3,0
23,turtle,0,34,1,1,3
23,turtle,1,34,1,2,2
23,turtle,2,34,0,0,3
23,turtle,3,34,1,1,1
23,turtle,4,34,1,2,0
23,rabbit,5,34,0,3,2
23,turtle,0,35,2,1,3
23,turtle,1,35,1,2,1
23,turtle,2,35,1,0,3
23,turtle,3,35,1,2,1
23,turtle,4,35,2,2,0
23,rabbit,5,35,0,1,2
23,turtle,0,36,2,0,3
23,turtle,1,36,1,2,2
23,turtle,2,36,0,0,3
23,turtle,3,36,0,2,1
23,turtle,4,36,2,2,1
23,rabbit,5,36,2,1,2
23,turtle,0,37,2,0,2
23,turtle,1,37,1,2,1
23,turtle,2,37,1,0,3
23,turtle,3,37,0,2,0
23,turtle,4,37,2,3,1
24,turtle,0,1,2,3,1
24,turtle,1,1,2,3,1
24,turtle,2,1,2,3,1
24,turtle,3,1,1,3,0
24,turtle,4,1,1,3,0
24,rabbit,5,1,0,3,0
24,turtle,0,2,2,2,1
24,turtle,1,2,2,2,1
24,turtle,2,2,2,2,1
24,turtle,3,2,2,3,0
24,turtle,4,2,2,3,0
24,rabbit,5,2,2,3,0
24,turtle,0,3,2,3,1
24,turtle,1,3,2,2,0
24,turtle,2,3,1,2,1
24,turtle,3,3,2,3,1
24,turtle,4,3,2,3,1
24,rabbit,5,3,0,3,0
24,turtle,0,4,2,2,1
24,turtle,1,4,1,2,0
24,turtle,2,4,2,2,1
24,turtle,3,4,2,3,0
24,turtle,4,4,2,3,0
24,rabbit,5,4,0,3,2
24,turtle,0,5,2,2,0
24,turtle,1,5,1,2,1
24,turtle,2,5,2,2,0
24,turtle,3,5,2,3,1
24,turtle,4,5,2,3,1
24,rabbit,5,5,0,3,0
24,turtle,0,6,3,2,0
24,turtle,1,6,2,2,1
24,turtle,2,6,2,2,1
24,turtle,3,6,1,3,1
24,turtle,4,6,1,3,1
24,rabbit,5,6,0,3,2
24,turtle,0,7,3,1,0
24,turtle,1,7,1,2,1
24,turtle,2,7,1,2,1
24,turtle,3,7,2,3,1
24,turtle,4,7,1,3,2
24,rabbit,5,7,2,3,2
24,turtle,0,8,3,0,0
24,turtle,1,8,1,2,2
24,turtle,2,8,0,2,1
24,turtle,3,8,1,3,1
24,turtle,4,8,1,3,3
24,rabbit,5,8,0,3,2
24,turtle,0,9,3,1,0
24,turtle,1,9,1,2,3
24,turtle,2,9,1,2,1
24,turtle,3,9,0,3,1
24,turtle,4,9,2,3,3
24,rabbit,5,9,2,3,2
24,turtle,0,10,3,2,0
24,turtle,1,10,2,2,3
24,turtle,2,10,1,2,2
24,turtle,3,10,0,3,0
24,turtle,4,10,2,2,3
24,rabbit,5,10,0,3,2
24,turtle,0,11,3,1,0
24,turtle,1,11,2,3,3
24,turtle,2,11,1,1,2
24,turtle,3,11,1,3,0
24,turtle,4,11,2,3,3
24,rabbit,5,11,0,3,0
24,turtle,0,12,2,1,0
24,turtle,1,12,1,3,3
24,turtle,2,12,0,1,2
24,turtle,3,12,0,3,0
24,turtle,4,12,1,3,3
24,rabbit,5,12,0,3,2
24,turtle,0,13,3,1,0
24,turtle,1,13,1,2,3
24,turtle,2,13,0,0,2
24,turtle,3,13,0,3,1
24,turtle,4,13,1,3,2
24,rabbit,5,13,0,3,0
24,turtle,0,14,2,1,0
24,turtle,1,14,1,2,2
24,turtle,2,14,0,1,2
24,turtle,3,14,0,3,2
24,turtle,4,14,2,3,2
24,rabbit,5,14,0,3,2
24,turtle,0,15,2,2,0
24,turtle,1,15,1,2,1
24,turtle,2,15,0,1,1
24,turtle,3,15,0,2,2
24,turtle,4,15,1,3,2
24,rabbit,5,15,0,1,2
24,turtle,0,16,2,2,1
24,turtle,1,16,2,2,1
24,turtle,2,16,0,1,2
24,turtle,3,16,0,3,2
24,turtle,4,16,1,3,1
24,rabbit,5,16,0,3,2
24,turtle,0,17,2,2,2
24,turtle,1,17,2,2,0
24,turtle,2,17,0,0,2
24,turtle,3,17,1,3,2
24,turtle,4,17,1,3,2
24,rabbit,5,17,0,3,0
24,turtle,0,18,2,2,1
24,turtle,1,18,3,2,0
24,turtle,2,18,0,1,2
24,turtle,3,18,1,3,3
24,turtle,4,18,2,3,2
24,rabbit,5,18,2,3,0
24,turtle,0,19,1,2,1
24,turtle,1,19,3,1,0
24,turtle,2,19,0,0,2
24,turtle,3,19,1,2,3
24,turtle,4,19,1,3,2
24,rabbit,5,19,0,3,0
24,turtle,0,20,1,2,2
24,turtle,1,20,2,1,0
24,turtle,2,20,0,1,2
24,turtle,3,20,1,2,2
24,turtle,4,20,1,2,2
24,rabbit,5,20,2,3,0
24,turtle,0,21,1,2,1
24,turtle,1,21,3,1,0
24,turtle,2,21,1,1,2
24,turtle,3,21,1,2,3
24,turtle,4,21,1,2,3
24,rabbit,5,21,0,3,0
24,turtle,0,22,1,1,1
24,turtle,1,22,3,0,0
24,turtle,2,22,2,1,2
24,turtle,3,22,0,2,3
24,turtle,4,22,2,2,3
24,rabbit,5,22,0,3,2
24,turtle,0,23,0,1,1
24,turtle,1,23,3,1,0
25,turtle,0,1,1,3,0
25,turtle,1,1,2,3,1
25,turtle,2,1,1,3,0
25,turtle,3,1,1,3,0
25,turtle,4,1,1,3,0
25,rabbit,5,1,0,3,0
25,turtle,0,2,0,3,0
25,turtle,1,2,2,2,1
25,turtle,2,2,0,3,0
25,turtle,3,2,0,3,0
25,turtle,4,2,0,3,0
25,rabbit,5,2,2,3,0
25,turtle,0,3,0,3,1
25,turtle,1,3,2,2,2
25,turtle,2,3,1,3,0
25,turtle,3,3,1,3,0
25,turtle,4,3,1,3,0
25,rabbit,5,3,0,3,0
25,turtle,0,4,0,3,2
25,turtle,1,4,2,2,1
25,turtle,2,4,2,3,0
25,turtle,3,4,0,3,0
25,turtle,4,4,2,3,0
25,rabbit,5,4,2,3,0
25,turtle,0,5,0,2,2
25,turtle,1,5,2,2,0
25,turtle,2,5,1,3,0
25,turtle,3,5,1,3,0
25,turtle,4,5,2,3,1
25,rabbit,5,5,0,3,0
25,turtle,0,6,0,1,2
25,turtle,1,6,1,2,0
25,turtle,2,6,2,3,0
25,turtle,3,6,0,3,0
25,turtle,4,6,1,3,1
25,rabbit,5,6,2,3,0
25,turtle,0,7,0,0,2
25,turtle,1,7,2,2,0
25,turtle,2,7,2,3,1
25,turtle,3,7,0,3,1
25,turtle,4,7,0,3,1
25,rabbit,5,7,0,3,0
25,turtle,0,8,1,0,2
25,turtle,1,8,2,1,0
25,turtle,2,8,2,3,0
25,turtle,3,8,0,3,2
25,turtle,4,8,0,3,2
25,rabbit,5,8,0,3,2
25,turtle,0,9,0,0,2
25,turtle,1,9,3,1,0
25,turtle,2,9,1,3,0
25,turtle,3,9,0,3,3
25,turtle,4,9,0,2,2
25,rabbit,5,9,0,1,2
25,turtle,0,10,0,1,2
25,turtle,1,10,3,2,0
25,turtle,2,10,0,3,0
25,turtle,3,10,0,3,2
25,turtle,4,10,0,3,2
25,rabbit,5,10,0,3,2
25,turtle,0,11,0,1,3
25,turtle,1,11,3,1,0
25,turtle,2,11,0,3,1
25,turtle,3,11,1,3,2
25,turtle,4,11,0,3,1
25,rabbit,5,11,0,3,0
25,turtle,0,12,1,1,3
25,turtle,1,12,2,1,0
25,turtle,2,12,0,3,0
25,turtle,3,12,2,3,2
25,turtle,4,12,0,3,0
25,rabbit,5,12,2,3,0
25,turtle,0,13,1,2,3
25,turtle,1,13,3,1,0
25,turtle,2,13,0,3,1
25,turtle,3,13,1,3,2
25,turtle,4,13,0,3,1
25,rabbit,5,13,0,3,0
25,turtle,0,14,0,2,3
25,turtle,1,14,3,0,0
25,turtle,2,14,1,3,1
25,turtle,3,14,1,2,2
25,turtle,4,14,0,3,2
25,rabbit,5,14,0,3,2
25,turtle,0,15,1,2,3
25,turtle,1,15,3,1,0
25,turtle,2,15,0,3,1
25,turtle,3,15,1,1,2
25,turtle,4,15,1,3,2
25,rabbit,5,15,0,1,2
25,turtle,0,16,1,1,3
25,turtle,1,16,3,2,0
25,turtle,2,16,1,3,1
25,turtle,3,16,2,1,2
25,turtle,4,16,1,3,1
25,rabbit,5,16,2,1,2
25,turtle,0,17,0,1,3
25,turtle,1,17,3,1,0
25,turtle,2,17,2,3,1
26,turtle,0,1,2,3,1
26,turtle,1,1,2,3,1
26,turtle,2,1,2,3,1
26,turtle,3,1,2,3,1
26,turtle,4,1,2,3,1
26,rabbit,5,1,0,3,0
26,turtle,0,2,2,3,0
26,turtle,1,2,2,3,0
26,turtle,2,2,2,3,0
26,turtle,3,2,1,3,1
26,turtle,4,2,1,3,1
26,rabbit,5,2,2,3,0
26,turtle,0,3,1,3,0
26,turtle,1,3,2,3,1
26,turtle,2,3,2,3,1
26,turtle,3,3,2,3,1
26,turtle,4,3,2,3,1
26,rabbit,5,3,0,3,0
26,turtle,0,4,0,3,0
26,turtle,1,4,1,3,1
26,turtle,2,4,2,3,0
26,turtle,3,4,1,3,1
26,turtle,4,4,2,2,1
26,rabbit,5,4,2,3,0
26,turtle,0,5,1,3,0
26,turtle,1,5,1,3,2
26,turtle,2,5,2,3,1
26,turtle,3,5,2,3,1
26,turtle,4,5,2,2,0
26,rabbit,5,5,0,3,0
26,turtle,0,6,2,3,0
26,turtle,1,6,2,3,2
26,turtle,2,6,2,3,0
26,turtle,3,6,2,3,0
26,turtle,4,6,1,2,0
26,rabbit,5,6,2,3,0
26,turtle,0,7,2,3,1
26,turtle,1,7,2,3,3
26,turtle,2,7,2,3,1
26,turtle,3,7,2,3,1
26,turtle,4,7,1,2,1
26,rabbit,5,7,0,3,0
26,turtle,0,8,1,3,1
26,turtle,1,8,2,3,2
26,turtle,2,8,2,3,0
26,turtle,3,8,2,2,1
26,turtle,4,8,2,2,1
26,rabbit,5,8,0,3,2
26,turtle,0,9,0,3,1
26,turtle,1,9,2,3,3
26,turtle,2,9,2,3,1
26,turtle,3,9,2,2,0
26,turtle,4,9,2,3,1
26,rabbit,5,9,0,1,2
26,turtle,0,10,0,3,0
26,turtle,1,10,2,2,3
26,turtle,2,10,2,3,0
26,turtle,3,10,2,1,0
26,turtle,4,10,2,2,1
26,rabbit,5,10,2,1,2
26,turtle,0,11,1,3,0
26,turtle,1,11,1,2,3
26,turtle,2,11,1,3,0
26,turtle,3,11,2,2,0
26,turtle,4,11,2,3,1
27,turtle,0,1,2,3,1
27,turtle,1,1,2,3,1
27,turtle,2,1,1,3,0
27,turtle,3,1,2,3,1
27,turtle,4,1,2,3,1
27,rabbit,5,1,0,3,0
27,turtle,0,2,2,2,1
27,turtle,1,2,1,3,1
27,turtle,2,2,2,3,0
27,turtle,3,2,1,3,1
27,turtle,4,2,2,2,1
27,rabbit,5,2,2,3,0
27,turtle,0,3,2,3,1
27,turtle,1,3,2,3,1
27,turtle,2,3,2,3,1
27,turtle,3,3,0,3,1
27,turtle,4,3,2,2,2
27,rabbit,5,3,0,3,0
27,turtle,0,4,2,2,1
27,turtle,1,4,1,3,1
27,turtle,2,4,2,3,0
27,turtle,3,4,1,3,1
27,turtle,4,4,2,2,1
27,rabbit,5,4,0,3,2
27,turtle,0,5,1,2,1
27,turtle,1,5,0,3,1
27,turtle,2,5,1,3,0
27,turtle,3,5,2,3,1
27,turtle,4,5,2,2,2
27,rabbit,5,5,0,1,2
27,turtle,0,6,0,2,1
27,turtle,1,6,0,3,2
27,turtle,2,6,2,3,0
27,turtle,3,6,2,2,1
27,turtle,4,6,2,2,1
27,rabbit,5,6,2,1,2
27,turtle,0,7,1,2,1
27,turtle,1,7,0,3,1
27,turtle,2,7,1,3,0
27,turtle,3,7,1,2,1
27,turtle,4,7,2,3,1
28,turtle,0,1,2,3,1
28,turtle,1,1,1,3,0
28,turtle,2,1,2,3,1
28,turtle,3,1,2,3,1
28,turtle,4,1,2,3,1
28,rabbit,5,1,0,3,0
28,turtle,0,2,2,2,1
28,turtle,1,2,2,3,0
28,turtle,2,2,2,2,1
28,turtle,3,2,2,3,0
28,turtle,4,2,2,2,1
28,rabbit,5,2,2,3,0
28,turtle,0,3,2,2,0
28,turtle,1,3,2,3,1
28,turtle,2,3,2,2,0
28,turtle,3,3,2,3,1
28,turtle,4,3,2,3,1
28,rabbit,5,3,0,3,0
28,turtle,0,4,1,2,0
28,turtle,1,4,2,3,0
28,turtle,2,4,1,2,0
28,turtle,3,4,2,2,1
28,turtle,4,4,2,2,1
28,rabbit,5,4,2,3,0
28,turtle,0,5,1,2,1
28,turtle,1,5,1,3,0
28,turtle,2,5,2,2,0
28,turtle,3,5,2,2,0
28,turtle,4,5,1,2,1
28,rabbit,5,5,0,3,0
28,turtle,0,6,1,2,0
28,turtle,1,6,0,3,0
28,turtle,2,6,2,1,0
28,turtle,3,6,1,2,0
28,turtle,4,6,1,2,2
28,rabbit,5,6,0,3,2
28,turtle,0,7,1,2,1
28,turtle,1,7,1,3,0
28,turtle,2,7,2,2,0
28,turtle,3,7,1,2,1
28,turtle,4,7,1,2,1
28,rabbit,5,7,0,3,0
28,turtle,0,8,2,2,1
28,turtle,1,8,2,3,0
28,turtle,2,8,2,1,0
28,turtle,3,8,2,2,1
28,turtle,4,8,1,2,2
28,rabbit,5,8,2,3,0
28,turtle,0,9,1,2,1
28,turtle,1,9,2,3,1
28,turtle,2,9,2,2,0
28,turtle,3,9,2,3,1
28,turtle,4,9,1,3,2
28,rabbit,5,9,0,3,0
28,turtle,0,10,0,2,1
28,turtle,1,10,2,3,0
28,turtle,2,10,3,2,0
28,turtle,3,10,2,2,1
28,turtle,4,10,1,2,2
28,rabbit,5,10,2,3,0
28,turtle,0,11,0,1,1
28,turtle,1,11,2,3,1
28,turtle,2,11,3,1,0
28,turtle,3,11,1,2,1
28,turtle,4,11,1,2,1
28,rabbit,5,11,0,3,0
28,turtle,0,12,0,2,1
28,turtle,1,12,1,3,1
28,turtle,2,12,3,0,0
28,turtle,3,12,0,2,1
28,turtle,4,12,1,2,0
28,rabbit,5,12,2,3,0
28,turtle,0,13,0,2,0
28,turtle,1,13,0,3,1
28,turtle,2,13,3,1,0
28,turtle,3,13,0,1,1
28,turtle,4,13,1,2,1
28,rabbit,5,13,0,3,0
28,turtle,0,14,0,1,0
28,turtle,1,14,0,3,2
28,turtle,2,14,3,0,0
28,turtle,3,14,0,1,2
28,turtle,4,14,2,2,1
28,rabbit,5,14,2,3,0
28,turtle,0,15,0,0,0
28,turtle,1,15,0,3,1
28,turtle,2,15,3,1,0
28,turtle,3,15,0,2,2
28,turtle,4,15,2,2,2
28,rabbit,5,15,0,3,0
28,turtle,0,16,0,1,0
28,turtle,1,16,1,3,1
28,turtle,2,16,3,2,0
28,turtle,3,16,0,3,2
28,turtle,4,16,2,2,1
28,rabbit,5,16,2,3,0
28,turtle,0,17,0,0,0
28,turtle,1,17,1,3,2
28,turtle,2,17,2,2,0
28,turtle,3,17,0,3,3
28,turtle,4,17,2,2,0
28,rabbit,5,17,0,3,0
28,turtle,0,18,0,1,0
28,turtle,1,18,0,3,2
28,turtle,2,18,2,2,1
28,turtle,3,18,0,3,2
28,turtle,4,18,1,2,0
28,rabbit,5,18,0,3,2
28,turtle,0,19,0,2,0
28,turtle,1,19,0,3,1
28,turtle,2,19,2,2,0
28,turtle,3,19,0,2,2
28,turtle,4,19,2,2,0
28,rabbit,5,19,0,1,2
28,turtle,0,20,0,1,0
28,turtle,1,20,1,3,1
28,turtle,2,20,1,2,0
28,turtle,3,20,0,2,3
28,turtle,4,20,2,1,0
28,rabbit,5,20,0,3,2
28,turtle,0,21,1,1,0
28,turtle,1,21,1,3,2
28,turtle,2,21,2,2,0
28,turtle,3,21,1,2,3
28,turtle,4,21,2,2,0
28,rabbit,5,21,0,1,2
28,turtle,0,22,0,1,0
28,turtle,1,22,1,3,3
28,turtle,2,22,2,1,0
28,turtle,3,22,1,3,3
28,turtle,4,22,2,1,0
28,rabbit,5,22,0,3,2
28,turtle,0,23,1,1,0
28,turtle,1,23,1,3,2
28,turtle,2,23,2,0,0
28,turtle,3,23,1,3,2
28,turtle,4,23,3,1,0
28,rabbit,5,23,0,3,0
28,turtle,0,24,0,1,0
28,turtle,1,24,1,3,3
28,turtle,2,24,1,0,0
28,turtle,3,24,0,3,2
28,turtle,4,24,3,0,0
28,rabbit,5,24,0,3,2
28,turtle,0,25,0,2,0
28,turtle,1,25,2,3,3
28,turtle,2,25,2,0,0
28,turtle,3,25,0,3,1
28,turtle,4,25,3,1,0
28,rabbit,5,25,2,3,2
28,turtle,0,26,0,1,0
28,turtle,1,26,2,2,3
28,turtle,2,26,2,1,0
28,turtle,3,26,1,3,1
28,turtle,4,26,2,1,0
28,rabbit,5,26,0,3,2
28,turtle,0,27,0,2,0
28,turtle,1,27,1,2,3
28,turtle,2,27,2,0,0
28,turtle,3,27,0,3,1
28,turtle,4,27,3,1,0
28,rabbit,5,27,0,1,2
28,turtle,0,28,0,1,0
28,turtle,1,28,1,1,3
28,turtle,2,28,1,0,0
28,turtle,3,28,0,3,0
28,turtle,4,28,3,0,0
28,rabbit,5,28,0,3,2
28,turtle,0,29,0,0,0
28,turtle,1,29,1,2,3
28,turtle,2,29,2,0,0
28,turtle,3,29,1,3,0
28,turtle,4,29,3,1,0
28,rabbit,5,29,0,3,0
28,turtle,0,30,0,1,0
28,turtle,1,30,1,1,3
28,turtle,2,30,1,0,0
28,turtle,3,30,0,3,0
28,turtle,4,30,2,1,0
28,rabbit,5,30,0,3,2
28,turtle,0,31,1,1,0
28,turtle,1,31,1,2,3
28,turtle,2,31,2,0,0
28,turtle,3,31,0,3,1
28,turtle,4,31,2,0,0
28,rabbit,5,31,2,3,2
28,turtle,0,32,0,1,0
28,turtle,1,32,1,1,3
28,turtle,2,32,2,0,1
28,turtle,3,32,1,3,1
28,turtle,4,32,1,0,0
28,rabbit,5,32,0,3,2
28,turtle,0,33,0,2,0
28,turtle,1,33,1,1,2
28,turtle,2,33,2,0,2
28,turtle,3,33,1,3,2
28,turtle,4,33,2,0,0
28,rabbit,5,33,0,3,0
28,turtle,0,34,0,1,0
28,turtle,1,34,0,1,2
28,turtle,2,34,2,0,3
28,turtle,3,34,2,3,2
28,turtle,4,34,1,0,0
28,rabbit,5,34,2,3,0
28,turtle,0,35,0,0,0
28,turtle,1,35,0,1,3
28,turtle,2,35,2,1,3
28,turtle,3,35,1,3,2
28,turtle,4,35,2,0,0
28,rabbit,5,35,0,3,0
28,turtle,0,36,0,1,0
28,turtle,1,36,1,1,3
28,turtle,2,36,2,0,3
28,turtle,3,36,1,3,3
28,turtle,4,36,2,0,1
28,rabbit,5,36,0,3,2
28,turtle,0,37,0,2,0
28,turtle,1,37,1,2,3
28,turtle,2,37,2,0,2
28,turtle,3,37,1,3,2
28,turtle,4,37,2,0,2
28,rabbit,5,37,0,3,0
28,turtle,0,38,0,2,1
28,turtle,1,38,1,1,3
28,turtle,2,38,2,1,2
28,turtle,3,38,2,3,2
28,turtle,4,38,2,1,2
28,rabbit,5,38,0,3,2
28,turtle,0,39,1,2,1
28,turtle,1,39,2,1,3
29,turtle,0,1,1,3,0
29,turtle,1,1,1,3,0
29,turtle,2,1,2,3,1
29,turtle,3,1,1,3,0
29,turtle,4,1,1,3,0
29,rabbit,5,1,0,3,0
29,turtle,0,2,2,3,0
29,turtle,1,2,0,3,0
29,turtle,2,2,2,3,0
29,turtle,3,2,2,3,0
29,turtle,4,2,2,3,0
29,rabbit,5,2,0,3,2
29,turtle,0,3,2,3,1
29,turtle,1,3,0,3,1
29,turtle,2,3,2,3,1
29,turtle,3,3,2,3,1
29,turtle,4,3,1,3,0
29,rabbit,5,3,0,3,0
29,turtle,0,4,1,3,1
29,turtle,1,4,0,3,0
29,turtle,2,4,2,3,0
29,turtle,3,4,2,2,1
29,turtle,4,4,0,3,0
29,rabbit,5,4,0,3,2
29,turtle,0,5,1,3,2
29,turtle,1,5,1,3,0
29,turtle,2,5,2,3,1
29,turtle,3,5,1,2,1
29,turtle,4,5,0,3,1
29,rabbit,5,5,0,1,2
29,turtle,0,6,1,3,1
29,turtle,1,6,0,3,0
29,turtle,2,6,2,3,0
29,turtle,3,6,1,1,1
29,turtle,4,6,0,3,2
29,rabbit,5,6,0,3,2
29,turtle,0,7,1,3,2
29,turtle,1,7,0,3,1
29,turtle,2,7,2,3,1
29,turtle,3,7,0,1,1
29,turtle,4,7,0,3,3
29,rabbit,5,7,2,3,2
29,turtle,0,8,1,2,2
29,turtle,1,8,1,3,1
29,turtle,2,8,2,3,0
29,turtle,3,8,0,0,1
29,turtle,4,8,0,3,2
29,rabbit,5,8,0,3,2
29,turtle,0,9,1,2,3
29,turtle,1,9,1,3,2
29,turtle,2,9,2,3,1
29,turtle,3,9,0,1,1
29,turtle,4,9,0,3,3
29,rabbit,5,9,0,1,2
29,turtle,0,10,0,2,3
29,turtle,1,10,1,2,2
29,turtle,2,10,1,3,1
29,turtle,3,10,0,0,1
29,turtle,4,10,0,3,2
29,rabbit,5,10,0,3,2
29,turtle,0,11,1,2,3
29,turtle,1,11,1,3,2
29,turtle,2,11,0,3,1
29,turtle,3,11,0,0,0
29,turtle,4,11,0,3,3
29,rabbit,5,11,2,3,2
29,turtle,0,12,2,2,3
29,turtle,1,12,1,2,2
29,turtle,2,12,0,3,0
29,turtle,3,12,0,0,1
29,turtle,4,12,0,3,2
29,rabbit,5,12,0,3,2
29,turtle,0,13,2,3,3
29,turtle,1,13,1,2,3
29,turtle,2,13,0,3,1
29,turtle,3,13,0,1,1
29,turtle,4,13,0,3,1
29,rabbit,5,13,2,3,2
29,turtle,0,14,2,2,3
29,turtle,1,14,1,2,2
29,turtle,2,14,0,3,0
29,turtle,3,14,0,2,1
29,turtle,4,14,1,3,1
29,rabbit,5,14,0,3,2
29,turtle,0,15,2,3,3
29,turtle,1,15,1,1,2
29,turtle,2,15,1,3,0
29,turtle,3,15,1,2,1
29,turtle,4,15,0,3,1
29,rabbit,5,15,0,3,0
29,turtle,0,16,1,3,3
29,turtle,1,16,2,1,2
29,turtle,2,16,0,3,0
29,turtle,3,16,1,2,2
29,turtle,4,16,1,3,1
29,rabbit,5,16,2,3,0
29,turtle,0,17,1,2,3
30,turtle,0,1,2,3,1
30,turtle,1,1,2,3,1
30,turtle,2,1,2,3,1
30,turtle,3,1,2,3,1
30,turtle,4,1,1,3,0
30,rabbit,5,1,0,3,0
30,turtle,0,2,1,3,1
30,turtle,1,2,1,3,1
30,turtle,2,2,2,2,1
30,turtle,3,2,2,2,1
30,turtle,4,2,0,3,0
30,rabbit,5,2,2,3,0
30,turtle,0,3,2,3,1
30,turtle,1,3,0,3,1
30,turtle,2,3,2,2,0
30,turtle,3,3,1,2,1
30,turtle,4,3,0,3,1
30,rabbit,5,3,0,3,0
30,turtle,0,4,2,3,0
30,turtle,1,4,0,3,0
30,turtle,2,4,3,2,0
30,turtle,3,4,2,2,1
30,turtle,4,4,0,3,2
30,rabbit,5,4,0,3,2
30,turtle,0,5,1,3,0
30,turtle,1,5,1,3,0
30,turtle,2,5,3,1,0
30,turtle,3,5,2,3,1
30,turtle,4,5,0,3,3
30,rabbit,5,5,0,3,0
30,turtle,0,6,2,3,0
30,turtle,1,6,0,3,0
30,turtle,2,6,3,0,0
30,turtle,3,6,2,3,0
30,turtle,4,6,0,3,2
30,rabbit,5,6,2,3,0
30,turtle,0,7,2,3,1
30,turtle,1,7,1,3,0
30,turtle,2,7,3,1,0
30,turtle,3,7,1,3,0
30,turtle,4,7,0,2,2
30,rabbit,5,7,0,3,0
30,turtle,0,8,1,3,1
30,turtle,1,8,0,3,0
30,turtle,2,8,3,0,0
30,turtle,3,8,2,3,0
30,turtle,4,8,0,2,3
